,Product_1_x,neiss_trend,neiss_count,Product Type_x,Product_Name,product_1,clear_trend,clear_count,Product Type_y,Product_1_y,overall_trend,neiss_size,clear_size,overall_size,agreement,Confidence,min_trend,Threat Status
0,110,0.14676616915422888,201,Electric Heating Pads (110),110 - ELECTRIC HEATING PADS,Electric Heating Pads (110),0.3484848484848485,33,Electric Heating Pads (110),110,0.2476255088195387,0.3880597014925373,0.417910447761194,0.40298507462686567,True,Moderate,0.14676616915422888,Emerging
1,112,-0.3048780487804878,164,Sewing Machines or Accessories (112),112 - SEWING MACHINES OR ACCESSORIES,Sewing Machines or Accessories (112),-0.16666666666666663,3,Sewing Machines or Accessories (112),112,-0.23577235772357721,0.3283582089552239,0.04477611940298507,0.1865671641791045,True,Moderate,-0.3048780487804878,Emerging
2,255,-0.03125,32,Clothes Steamers (255),255 - CLOTHES STEAMERS,Clothes Steamers (255),-0.5517241379310345,29,Clothes Steamers (255),255,-0.29148706896551724,0.1417910447761194,0.26119402985074625,0.2014925373134328,True,Moderate,-0.5517241379310345,Emerging
3,275,0.06310679611650485,206,Food Processors (275),275 - FOOD PROCESSORS,Food Processors (275),-0.36,50,Food Processors (275),275,-0.14844660194174758,0.417910447761194,0.6343283582089553,0.5261194029850746,False,Low,-0.36,Established
4,334,-0.6470588235294117,34,"Gas-burning Fireplaces, Factory Built (334)","334 - GAS-BURNING FIREPLACES, FACTORY BUILT","Gas-burning Fireplaces, Factory Built (334)",-0.2560975609756097,41,"Gas-burning Fireplaces, Factory Built (334)",334,-0.4515781922525107,0.16417910447761194,0.5298507462686567,0.34701492537313433,True,Moderate,-0.6470588235294117,Emerging
5,365,0.4,30,Heat Pumps (365),365 - HEAT PUMPS,Heat Pumps (365),0.10714285714285718,140,Heat Pumps (365),365,0.2535714285714286,0.11940298507462686,0.8805970149253731,0.5,True,Moderate,0.10714285714285718,Established
6,391,0.08823529411764702,51,Portable Gas or Lp Heaters (391),391 - PORTABLE GAS OR LP HEATERS,Portable Gas or Lp Heaters (391),0.3110236220472441,127,Portable Gas or Lp Heaters (391),391,0.19962945808244556,0.208955223880597,0.8582089552238806,0.5335820895522388,True,Moderate,0.08823529411764702,Established
7,412,0.040669856459330134,209,Pressure Cookers or Canners (412),412 - PRESSURE COOKERS OR CANNERS,Pressure Cookers or Canners (412),-0.4277108433734939,83,Pressure Cookers or Canners (412),412,-0.1935204934570819,0.4626865671641791,0.8059701492537313,0.6343283582089552,False,Low,-0.4277108433734939,Established
8,452,-0.07692307692307693,208,"Coffee Makers or Teapots, Not Specified (452)","452 - COFFEE MAKERS OR TEAPOTS, NOT SPECIFIED","Coffee Makers or Teapots, Not Specified (452)",-0.43103448275862066,29,"Coffee Makers or Teapots, Not Specified (452)",452,-0.2539787798408488,0.44029850746268656,0.26119402985074625,0.35074626865671643,True,Moderate,-0.43103448275862066,Emerging
9,465,0.31773399014778325,203,Other Cookware (465),465 - OTHER COOKWARE,Other Cookware (465),0.8844827586206897,580,Other Cookware (465),465,0.6011083743842365,0.40298507462686567,0.9701492537313433,0.6865671641791045,True,High,0.31773399014778325,Established
10,469,0.005205751115518187,2017,Slicers and Choppers (469),469 - SLICERS AND CHOPPERS,Slicers and Choppers (469),-1.382051282051282,390,Slicers and Choppers (469),469,-0.688422765467882,0.8208955223880597,0.9253731343283582,0.8731343283582089,False,Low,-1.382051282051282,Established
11,474,-0.059399180700955845,4394,"Tableware & Accessories (excluding drinking glass,cups,mugs) (474)",474 - TABLEWARE AND ACCESSORIES,"Tableware & Accessories (excluding drinking glass,cups,mugs) (474)",0.3913043478260869,46,"Tableware & Accessories (excluding drinking glass,cups,mugs) (474)",474,0.16595258356256554,0.9104477611940298,0.5970149253731343,0.753731343283582,False,Low,-0.059399180700955845,Established
12,478,-0.06474762135139495,6201,"Drinking Glasses, cups, and mugs (478)","478 - DRINKING GLASSES, CUPS, AND MUGS","Drinking Glasses, cups, and mugs (478)",0.33653846153846145,104,"Drinking Glasses, cups, and mugs (478)",478,0.13589542009353325,0.9552238805970149,0.8208955223880597,0.8880597014925373,False,Low,-0.06474762135139495,Established
13,565,-0.3125,32,"Musical Instruments, Electric or Battery Operated (565)","565 - MUSICAL INSTRUMENTS, ELECTRIC OR BATTERY OPERATED","Musical Instruments, Electric or Battery Operated (565)",0.0,2,"Musical Instruments, Electric or Battery Operated (565)",565,-0.15625,0.1417910447761194,0.022388059701492536,0.08208955223880597,True,Moderate,-0.3125,Emerging
14,569,-0.1601307189542483,459,Art or Ceramics Supplies and Equipment (Excl. Paintbrushes) (569),569 - ART OR CERAMICS SUPPLIES AND EQUIPMENT (EXCL. PAINTBRUSHES),Art or Ceramics Supplies and Equipment (Excl. Paintbrushes) (569),0.5384615384615385,26,Art or Ceramics Supplies and Equipment (Excl. Paintbrushes) (569),569,0.18916540975364513,0.6268656716417911,0.15671641791044777,0.3917910447761194,False,Low,-0.1601307189542483,Emerging
15,571,0.1,120,Business and Office Machines (571),571 - BUSINESS AND OFFICE MACHINES,Business and Office Machines (571),-0.3035714285714285,56,Business and Office Machines (571),571,-0.10178571428571424,0.26865671641791045,0.7014925373134329,0.48507462686567165,False,Low,-0.3035714285714285,Emerging
16,612,-0.041600000000000026,1250,"Runners, Throw Rugs or Doormats (612)","612 - RUNNERS, THROW RUGS OR DOORMATS","Runners, Throw Rugs or Doormats (612)",0.33870967741935487,31,"Runners, Throw Rugs or Doormats (612)",612,0.14855483870967742,0.7164179104477612,0.31343283582089554,0.5149253731343284,False,Low,-0.041600000000000026,Established
17,620,0.007266435986159198,1445,Step Stools (620),620 - STEP STOOLS,Step Stools (620),0.44000000000000006,50,Step Stools (620),620,0.2236332179930796,0.746268656716418,0.6343283582089553,0.6902985074626866,True,Moderate,0.007266435986159198,Established
18,667,0.23571428571428577,140,"Bedspreads, Throws or Comforters (667)","667 - BEDSPREADS, THROWS OR COMFORTERS","Bedspreads, Throws or Comforters (667)",0.5,53,"Bedspreads, Throws or Comforters (667)",667,0.3678571428571429,0.29850746268656714,0.6791044776119403,0.4888059701492537,True,High,0.23571428571428577,Emerging
19,701,0.07575757575757575,165,Fire Extinguishers (701),701 - FIRE EXTINGUISHERS,Fire Extinguishers (701),-0.4230769230769231,26,Fire Extinguishers (701),701,-0.17365967365967366,0.34328358208955223,0.15671641791044777,0.25,False,Low,-0.4230769230769231,Emerging
20,714,0.0,2,Combination Fire/Smoke Alarm and Carbon Monoxide Detector (714),714 - COMBINATION FIRE/SMOKE ALARM AND CARBON MONOXIDE DETECTORS,Combination Fire/Smoke Alarm and Carbon Monoxide Detector (714),0.3414634146341463,82,Combination Fire/Smoke Alarm and Carbon Monoxide Detector (714),714,0.17073170731707316,0.014925373134328358,0.7910447761194029,0.40298507462686567,False,Low,0.0,Emerging
21,809,0.05769230769230771,208,Other Portable or Stationary Power Tools (809),809 - OTHER PORTABLE OR STATIONARY POWER TOOLS,Other Portable or Stationary Power Tools (809),0.5526315789473685,38,Other Portable or Stationary Power Tools (809),809,0.3051619433198381,0.44029850746268656,0.4925373134328358,0.46641791044776115,True,Moderate,0.05769230769230771,Emerging
22,814,-0.5902654867256637,565,"Hoists, Lifts, Jacks or Jack Stands (814)","814 - HOISTS, LIFTS, JACKS OR JACK STANDS","Hoists, Lifts, Jacks or Jack Stands (814)",-0.23809523809523808,42,"Hoists, Lifts, Jacks or Jack Stands (814)",814,-0.41418036241045086,0.6417910447761194,0.5522388059701493,0.5970149253731343,True,Moderate,-0.5902654867256637,Established
23,823,0.05244755244755239,143,Air Compressors (Separate) (823),823 - AIR COMPRESSORS (SEPARATE),Air Compressors (Separate) (823),0.3529411764705882,34,Air Compressors (Separate) (823),823,0.2026943644590703,0.31343283582089554,0.44029850746268656,0.3768656716417911,True,Moderate,0.05244755244755239,Emerging
24,884,0.007864028411973645,1971,Batteries (884),884 - BATTERIES,Batteries (884),0.4573170731707318,492,Batteries (884),884,0.2325905507913527,0.8059701492537313,0.9552238805970149,0.8805970149253731,True,Moderate,0.007864028411973645,Established
25,893,0.09474590869939703,2322,"Tools, Not Specified (893)","893 - TOOLS, NOT SPECIFIED","Tools, Not Specified (893)",0.4677419354838709,31,"Tools, Not Specified (893)",893,0.28124392209163396,0.8507462686567164,0.31343283582089554,0.582089552238806,True,Moderate,0.09474590869939703,Established
26,949,-0.010561797752809021,2225,Laundry Soaps or Detergents (949),949 - LAUNDRY SOAPS OR DETERGENTS,Laundry Soaps or Detergents (949),0.6388888888888888,36,Laundry Soaps or Detergents (949),949,0.31416354556803994,0.835820895522388,0.4626865671641791,0.6492537313432836,False,Low,-0.010561797752809021,Established
27,973,-0.047619047619047616,126,Liquid Room Deodorizers or Fresheners (973),973 - LIQUID ROOM DEODORIZERS OR FRESHENERS,Liquid Room Deodorizers or Fresheners (973),0.4642857142857143,28,Liquid Room Deodorizers or Fresheners (973),973,0.20833333333333334,0.2835820895522388,0.22388059701492538,0.2537313432835821,False,Low,-0.047619047619047616,Emerging
28,1127,0.04497816593886461,1145,Nonglass Bottles or Jars (1127),1127 - NONGLASS BOTTLES OR JARS,Nonglass Bottles or Jars (1127),-0.4259259259259259,27,Nonglass Bottles or Jars (1127),1127,-0.19047387999353063,0.7014925373134329,0.208955223880597,0.4552238805970149,False,Low,-0.4259259259259259,Emerging
29,1133,-0.16666666666666669,210,Aerosol Containers (1133),1133 - AEROSOL CONTAINERS,Aerosol Containers (1133),-0.6228070175438596,57,Aerosol Containers (1133),1133,-0.39473684210526316,0.47761194029850745,0.7238805970149254,0.6007462686567164,True,Moderate,-0.6228070175438596,Established
30,1137,0.04665118079752234,2583,Paper Products (1137),1137 - PAPER PRODUCTS,Paper Products (1137),0.4,60,Paper Products (1137),1137,0.22332559039876118,0.8805970149253731,0.7611940298507462,0.8208955223880596,True,Moderate,0.04665118079752234,Established
31,1140,-0.0480649188514356,1602,"Glass Bottles or Jars, Not Specified (1140)","1140 - GLASS BOTTLES OR JARS, NOT SPECIFIED","Glass Bottles or Jars, Not Specified (1140)",-0.5384615384615385,26,"Glass Bottles or Jars, Not Specified (1140)",1140,-0.2932632286564871,0.7910447761194029,0.15671641791044777,0.47388059701492535,True,Moderate,-0.5384615384615385,Emerging
32,1233,-0.043998999312027,15989,Trampolines (1233),1233 - TRAMPOLINES,Trampolines (1233),-0.39189189189189194,37,Trampolines (1233),1233,-0.21794544560195947,0.9850746268656716,0.47761194029850745,0.7313432835820896,True,Moderate,-0.39189189189189194,Established
33,1234,-0.36858974358974356,312,Treehouses or Playhouses (1234),1234 - TREEHOUSES OR PLAYHOUSES,Treehouses or Playhouses (1234),0.0,2,Treehouses or Playhouses (1234),1234,-0.18429487179487178,0.5373134328358209,0.022388059701492536,0.2798507462686567,True,Moderate,-0.36858974358974356,Emerging
34,1345,-0.12342819324950366,1511,Building Sets (1345),1345 - BUILDING SETS,Building Sets (1345),-0.4014084507042254,142,Building Sets (1345),1345,-0.26241832197686454,0.7761194029850746,0.8955223880597015,0.835820895522388,True,Moderate,-0.4014084507042254,Established
35,1365,-0.08974358974358976,39,Water Toys (1365),1365 - WATER TOYS,Water Toys (1365),0.40625,32,Water Toys (1365),1365,0.15825320512820512,0.1791044776119403,0.373134328358209,0.27611940298507465,False,Low,-0.08974358974358976,Emerging
36,1381,0.2858752817430504,1331,"Toys, Not Elsewhere Classified (1381)","1381 - TOYS, NOT ELSEWHERE CLASSIFIED","Toys, Not Elsewhere Classified (1381)",0.4680365296803653,219,"Toys, Not Elsewhere Classified (1381)",1381,0.37695590571170784,0.7313432835820896,0.9104477611940298,0.8208955223880596,True,High,0.2858752817430504,Established
37,1394,-0.022058823529411742,680,"Dolls, Plush Toys, and Action Figures (1394)","1394 - DOLLS, PLUSH TOYS, AND ACTION FIGURES","Dolls, Plush Toys, and Action Figures (1394)",0.3110236220472441,127,"Dolls, Plush Toys, and Action Figures (1394)",1394,0.14448239925891618,0.6865671641791045,0.8582089552238806,0.7723880597014925,False,Low,-0.022058823529411742,Established
38,1405,-0.3727272727272727,55,Garden Tractors (1405),1405 - GARDEN TRACTORS,Garden Tractors (1405),-0.31818181818181823,44,Garden Tractors (1405),1405,-0.34545454545454546,0.22388059701492538,0.582089552238806,0.40298507462686567,True,Moderate,-0.3727272727272727,Emerging
39,1413,0.013262599469496011,1508,"Greenhouse or Gardening Supplies (excl hoses, sprayers, etc (1413)",1413 - GREENHOUSE OR GARDENING SUPPLIES,"Greenhouse or Gardening Supplies (excl hoses, sprayers, etc (1413)",0.423076923076923,26,"Greenhouse or Gardening Supplies (excl hoses, sprayers, etc (1413)",1413,0.21816976127320953,0.7611940298507462,0.15671641791044777,0.458955223880597,True,Moderate,0.013262599469496011,Emerging
40,1512,-0.040229885057471326,261,Diapers (1512),1512 - DIAPERS,Diapers (1512),0.44999999999999996,40,Diapers (1512),1512,0.20488505747126431,0.4925373134328358,0.5074626865671642,0.5,False,Low,-0.040229885057471326,Established
41,1520,-0.39473684210526316,19,Baby Exercisers (1520),1520 - BABY EXERCISERS,Baby Exercisers (1520),0.3125,32,Baby Exercisers (1520),1520,-0.04111842105263158,0.04477611940298507,0.373134328358209,0.20895522388059704,False,Low,-0.39473684210526316,Emerging
42,1533,-0.4230769230769231,26,Night-lights (1533),1533 - NIGHT-LIGHTS,Night-lights (1533),0.25,32,Night-lights (1533),1533,-0.08653846153846154,0.08208955223880597,0.373134328358209,0.22761194029850748,False,Low,-0.4230769230769231,Emerging
43,1542,0.07142857142857145,21,Baby Mattresses or Pads (1542),1542 - BABY MATTRESSES OR PADS,Baby Mattresses or Pads (1542),0.3275862068965517,58,Baby Mattresses or Pads (1542),1542,0.19950738916256158,0.05970149253731343,0.746268656716418,0.40298507462686567,True,Moderate,0.07142857142857145,Emerging
44,1612,0.5625,80,Saunas (1612),1612 - SAUNAS,Saunas (1612),-0.09999999999999998,5,Saunas (1612),1612,0.23125,0.23880597014925373,0.07462686567164178,0.15671641791044777,False,Low,-0.09999999999999998,Emerging
45,1616,0.02958385138594316,13673,Jewelry (1616),1616 - JEWELRY,Jewelry (1616),0.41999999999999993,50,Jewelry (1616),1616,0.22479192569297154,0.9701492537313433,0.6343283582089553,0.8022388059701493,True,Moderate,0.02958385138594316,Established
46,1618,-0.44864048338368573,331,Respiratory Protection Devices (1618),1618 - RESPIRATORY PROTECTION DEVICES,Respiratory Protection Devices (1618),-0.25,4,Respiratory Protection Devices (1618),1618,-0.34932024169184284,0.5671641791044776,0.05970149253731343,0.3134328358208955,True,Moderate,-0.44864048338368573,Emerging
47,1622,0.04128440366972469,109,Watches (1622),1622 - WATCHES,Watches (1622),0.3113207547169812,53,Watches (1622),1622,0.17630257919335293,0.2537313432835821,0.6791044776119403,0.46641791044776115,True,Moderate,0.04128440366972469,Emerging
48,1644,0.0022421524663677472,446,Nightwear (1644),1644 - NIGHTWEAR,Nightwear (1644),0.3070175438596492,57,Nightwear (1644),1644,0.15462984816300845,0.6119402985074627,0.7238805970149254,0.667910447761194,True,Moderate,0.0022421524663677472,Established
49,1660,0.08419243986254293,291,Umbrellas (1660),1660 - UMBRELLAS,Umbrellas (1660),0.3275862068965517,29,Umbrellas (1660),1660,0.20588932337954732,0.5074626865671642,0.26119402985074625,0.3843283582089552,True,Moderate,0.08419243986254293,Emerging
50,1807,-0.02642265609760419,112782,Floors or Flooring Materials (1807),1807 - FLOORS OR FLOORING MATERIALS,Floors or Flooring Materials (1807),-0.4055649241146712,593,Floors or Flooring Materials (1807),1807,-0.2159937901061377,1.0,0.9850746268656716,0.9925373134328358,True,Moderate,-0.4055649241146712,Established
51,1816,0.09424083769633501,382,Scaffolding (1816),1816 - SCAFFOLDING,Scaffolding (1816),0.36046511627906974,43,Scaffolding (1816),1816,0.22735297698770238,0.582089552238806,0.5671641791044776,0.5746268656716418,True,Moderate,0.09424083769633501,Established
52,3215,0.37921880925293894,5274,Mopeds or Power-assisted Cycles (3215),3215 - MOPEDS OR POWER-ASSISTED CYCLES,Mopeds or Power-assisted Cycles (3215),0.2610619469026549,904,Mopeds or Power-assisted Cycles (3215),3215,0.32014037807779694,0.9253731343283582,1.0,0.9626865671641791,True,High,0.2610619469026549,Established
53,3218,-0.30473372781065083,169,Charcoal or Wood-burning Grills (3218),3218 - CHARCOAL OR WOOD-BURNING GRILLS,Charcoal or Wood-burning Grills (3218),-0.3289473684210526,76,Charcoal or Wood-burning Grills (3218),3218,-0.3168405481158517,0.3582089552238806,0.7761194029850746,0.5671641791044776,True,Moderate,-0.3289473684210526,Established
54,3219,0.07960704607046071,2952,Other Playground Equipment (3219),3219 - OTHER PLAYGROUND EQUIPMENT,Other Playground Equipment (3219),0.5,32,Other Playground Equipment (3219),3219,0.2898035230352304,0.8955223880597015,0.373134328358209,0.6343283582089553,True,Moderate,0.07960704607046071,Established
55,4005,0.15517241379310348,29,Filters (4005),4005 - FILTERS,Filters (4005),0.3965517241379311,29,Filters (4005),4005,0.2758620689655173,0.1044776119402985,0.26119402985074625,0.18283582089552236,True,Moderate,0.15517241379310348,Emerging
56,4011,-0.026984126984127,315,Inflatable Furniture (4011),4011 - INFLATABLE FURNITURE,Inflatable Furniture (4011),-0.3387096774193548,31,Inflatable Furniture (4011),4011,-0.1828469022017409,0.5522388059701493,0.31343283582089554,0.4328358208955224,True,Moderate,-0.3387096774193548,Emerging
57,4030,0.25735294117647056,408,"Bathtub or Shower Enclosures, Not Specified (4030)","4030 - BATHTUB OR SHOWER ENCLOSURES, NOT SPECIFIED","Bathtub or Shower Enclosures, Not Specified (4030)",0.7177419354838709,124,"Bathtub or Shower Enclosures, Not Specified (4030)",4030,0.4875474383301707,0.5970149253731343,0.835820895522388,0.7164179104477612,True,High,0.25735294117647056,Established
58,4039,-5.551115123125783e-17,50,Other Electric Lighting Equipment (4039),4039 - OTHER ELECTRIC LIGHTING EQUIPMENT,Other Electric Lighting Equipment (4039),0.31999999999999995,50,Other Electric Lighting Equipment (4039),4039,0.15999999999999995,0.19402985074626866,0.6343283582089553,0.41417910447761197,False,Low,-5.551115123125783e-17,Emerging
59,4051,-0.019163763066202044,574,Sheets or Pillowcases (4051),4051 - SHEETS OR PILLOWCASES,Sheets or Pillowcases (4051),-0.3076923076923077,26,Sheets or Pillowcases (4051),4051,-0.16342803537925488,0.6567164179104478,0.15671641791044777,0.40671641791044777,True,Moderate,-0.3076923076923077,Emerging
60,4065,-0.34615384615384626,26,"Clocks, Electric or Battery Operated (4065)","4065 - CLOCKS, ELECTRIC OR BATTERY OPERATED","Clocks, Electric or Battery Operated (4065)",0.14285714285714282,14,"Clocks, Electric or Battery Operated (4065)",4065,-0.10164835164835172,0.08208955223880597,0.08955223880597014,0.08582089552238806,False,Low,-0.34615384615384626,Emerging
61,4077,-0.39673913043478265,184,Extension or Straight Ladders (4077),4077 - EXTENSION OR STRAIGHT LADDERS,Extension or Straight Ladders (4077),0.32608695652173914,23,Extension or Straight Ladders (4077),4077,-0.03532608695652176,0.373134328358209,0.1044776119402985,0.23880597014925375,False,Low,-0.39673913043478265,Emerging
62,4084,0.25,12,Residential Alternative Energy Systems For On-site Power Gen (4084),4084 - RESIDENTIAL ALTERNATIVE ENERGY SYSTEMS FOR ON-SITE POWER GEN,Residential Alternative Energy Systems For On-site Power Gen (4084),0.53125,32,Residential Alternative Energy Systems For On-site Power Gen (4084),4084,0.390625,0.029850746268656716,0.373134328358209,0.20149253731343283,True,High,0.25,Emerging
63,5016,0.12006446414182106,2482,"Balls, Other or Not Specified (5016)","5016 - BALLS, OTHER OR NOT SPECIFIED","Balls, Other or Not Specified (5016)",0.4615384615384615,26,"Balls, Other or Not Specified (5016)",5016,0.2908014628401413,0.8656716417910447,0.15671641791044777,0.5111940298507462,True,Moderate,0.12006446414182106,Established
64,5019,-0.022003034901365737,659,Games or Game Parts (Excl Marbles & Computer Games) (5019),5019 - GAMES OR GAME PARTS (EXCL MARBLES & COMPUTER GAMES),Games or Game Parts (Excl Marbles & Computer Games) (5019),0.7352941176470589,34,Games or Game Parts (Excl Marbles & Computer Games) (5019),5019,0.35664554137284654,0.6716417910447762,0.44029850746268656,0.5559701492537313,False,Low,-0.022003034901365737,Established
65,5020,-0.014563106796116498,309,"Pretend Electronics, Tools, Housewares & Appliances (5020)","5020 - PRETEND ELECTRONICS, TOOLS, HOUSEWARES & APPLIANCES","Pretend Electronics, Tools, Housewares & Appliances (5020)",0.30487804878048774,41,"Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,0.14515747099218562,0.5223880597014925,0.5298507462686567,0.5261194029850746,False,Low,-0.014563106796116498,Established
66,5022,0.30885345997286295,5896,"Scooters, powered (5022)","5022 - SCOOTERS, POWERED","Scooters, powered (5022)",0.35330578512396704,484,"Scooters, powered (5022)",5022,0.331079622548415,0.9402985074626866,0.9402985074626866,0.9402985074626866,True,High,0.30885345997286295,Established
